Material_ID;Category;Range;Nature;Sub_Brand;Franchise;Fonction;Status;Saisonnalite;Date_de_Fin_De_Vie_EUROPE;Date_de_Fin_De_Vie_ASIA;Date_de_Lancement_WW
Material_ID_379;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_69;LIPSTICK;ACTIVE;FALL19;01/02/2023;;01/09/2019
Material_ID_380;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_69;LIPSTICK;ACTIVE;FALL19;01/02/2023;01/04/2023;01/09/2019
Material_ID_381;SKINCARE;Range_12;Nature_21;Sub_Brand_33;Franchise_108;BODY EXFOLIATORS;ACTIVE;SP20;01/02/2023;01/02/2023;01/02/2020
Material_ID_382;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_97;MAKE UP BRUSH SINGLE;ACTIVE;SUM19;01/02/2024;;01/04/2019
Material_ID_383;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_97;MAKE UP BRUSH SINGLE;ACTIVE;SUM19;01/02/2024;;01/04/2019
Material_ID_384;SKINCARE;Range_12;Nature_21;Sub_Brand_24;Franchise_110;REMOVERS;ACTIVE;FALL20;01/09/2022;;01/09/2020
Material_ID_385;SKINCARE;Range_12;Nature_21;Sub_Brand_24;Franchise_111;OTHERS;ACTIVE;FALL19;01/09/2023;01/09/2023;01/09/2019
Material_ID_386;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_97;MAKE UP BRUSH SINGLE;ACTIVE;SUM19;01/02/2024;;01/04/2019
Material_ID_387;SKINCARE;Range_12;Nature_21;Sub_Brand_24;Franchise_110;REMOVERS;ACTIVE;FALL20;01/09/2022;;01/09/2020
Material_ID_388;SKINCARE;Range_12;Nature_21;Sub_Brand_24;Franchise_107;OTHERS;ACTIVE;SP22;;;01/02/2022
Material_ID_389;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_80;FIBER MASKS;ACTIVE;SUM20;01/04/2023;;01/04/2020
Material_ID_390;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_80;FIBER MASKS;ACTIVE;SUM20;01/04/2023;;01/04/2020
Material_ID_391;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_80;FIBER MASKS;ACTIVE;SUM20;01/02/2023;01/02/2023;01/04/2020
Material_ID_392;SKINCARE;Range_12;Nature_21;Sub_Brand_39;Franchise_112;SPECIFIC CARE;ACTIVE;SUM20;01/02/2023;01/09/2022;01/04/2020
Material_ID_393;MAKE UP;Range_1;Nature_30;Sub_Brand_47;Franchise_113;GEL;ACTIVE;SP20;01/04/2023;;01/02/2020
Material_ID_394;MAKE UP;Range_1;Nature_30;Sub_Brand_45;Franchise_106;CRAYON;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_395;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_55;GLOSS;ACTIVE;SUM20;;;01/04/2020
Material_ID_396;MAKE UP;Range_6;Nature_25;Sub_Brand_46;Franchise_55;;ACTIVE;SUM20;;;01/04/2020
Material_ID_397;MAKE UP;Range_6;Nature_32;Sub_Brand_42;Franchise_101;;ACTIVE;SUM20;01/02/2023;;01/04/2020
Material_ID_398;SKINCARE;Range_12;Nature_21;Sub_Brand_24;Franchise_111;OTHERS;ACTIVE;FALL19;01/09/2023;01/09/2023;01/09/2019
Material_ID_399;MAKE UP;Range_1;Nature_30;Sub_Brand_47;Franchise_113;GEL;ACTIVE;SP20;01/04/2023;;01/02/2020
Material_ID_400;MAKE UP;Range_1;Nature_30;Sub_Brand_45;Franchise_106;CRAYON;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_401;MAKE UP;Range_1;Nature_30;Sub_Brand_45;Franchise_114;CRAYON;ACTIVE;SP20;;;01/02/2020
Material_ID_402;MAKE UP;Range_1;Nature_17;Sub_Brand_9;Franchise_105;LIQUID;ACTIVE;SUM20;01/09/2024;;01/04/2020
Material_ID_403;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_404;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_405;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_406;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_407;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_408;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_409;MAKE UP;Range_6;Nature_32;Sub_Brand_42;Franchise_101;;ACTIVE;SUM20;01/02/2023;;01/04/2020
Material_ID_410;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_411;MAKE UP;Range_1;Nature_17;Sub_Brand_9;Franchise_105;LIQUID;ACTIVE;SUM20;01/09/2024;;01/04/2020
Material_ID_412;SKINCARE;Range_12;Nature_21;Sub_Brand_24;Franchise_111;OTHERS;ACTIVE;SUMBIS20;01/09/2023;01/09/2023;01/06/2020
Material_ID_413;MAKE UP;Range_1;Nature_17;Sub_Brand_9;Franchise_105;LIQUID;ACTIVE;SUM20;01/09/2024;;01/04/2020
Material_ID_414;MAKE UP;Range_6;Nature_32;Sub_Brand_42;Franchise_101;;ACTIVE;SUM20;01/02/2023;01/04/2023;01/04/2020
Material_ID_415;MAKE UP;Range_6;Nature_32;Sub_Brand_42;Franchise_101;;ACTIVE;SUM20;01/02/2023;01/04/2023;01/04/2020
Material_ID_416;MAKE UP;Range_8;Nature_34;Sub_Brand_48;Franchise_115;LUMINIZER;ACTIVE;SP20;01/02/2023;01/04/2023;01/02/2020
Material_ID_417;MAKE UP;Range_6;Nature_32;Sub_Brand_42;Franchise_101;;ACTIVE;SUM20;01/02/2023;;01/04/2020
Material_ID_418;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_419;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_420;MAKE UP;Range_1;Nature_30;Sub_Brand_45;Franchise_106;CRAYON;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_421;MAKE UP;Range_1;Nature_30;Sub_Brand_45;Franchise_114;CRAYON;ACTIVE;SP20;;;01/02/2020
Material_ID_422;MAKE UP;Range_6;Nature_25;Sub_Brand_46;Franchise_55;;ACTIVE;SUM20;;;01/04/2020
Material_ID_423;MAKE UP;Range_6;Nature_25;Sub_Brand_46;Franchise_55;;ACTIVE;SUM20;;;01/04/2020
Material_ID_424;MAKE UP;Range_1;Nature_17;Sub_Brand_9;Franchise_105;LIQUID;ACTIVE;SUM20;01/09/2024;;01/04/2020
Material_ID_425;MAKE UP;Range_8;Nature_35;Sub_Brand_49;Franchise_116;;ACTIVE;FALL20;01/02/2023;01/02/2023;01/09/2020
Material_ID_426;SKINCARE;Range_12;Nature_19;Sub_Brand_31;Franchise_117;WIPES;ACTIVE;FALL20;01/04/2023;01/06/2023;01/09/2020
Material_ID_427;SKINCARE;Range_12;Nature_19;Sub_Brand_31;Franchise_117;WIPES;ACTIVE;FALL20;01/04/2023;01/06/2023;01/09/2020
Material_ID_428;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_80;FIBER MASKS;ACTIVE;SUM20;01/04/2023;;01/04/2020
Material_ID_429;SKINCARE;Range_12;Nature_21;Sub_Brand_39;Franchise_118;SPECIFIC CARE;ACTIVE;SUM20;01/09/2022;01/09/2022;01/04/2020
Material_ID_430;MAKE UP;Range_6;Nature_32;Sub_Brand_42;Franchise_101;;ACTIVE;SUM20;01/02/2023;;01/04/2020
Material_ID_431;MAKE UP;Range_6;Nature_32;Sub_Brand_42;Franchise_101;;ACTIVE;SUM20;01/02/2023;01/04/2023;01/04/2020
Material_ID_432;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_433;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_434;MAKE UP;Range_6;Nature_14;Sub_Brand_15;Franchise_102;LIP LINER;ACTIVE;SP20;;;01/02/2020
Material_ID_435;MAKE UP;Range_1;Nature_30;Sub_Brand_47;Franchise_113;GEL;ACTIVE;SP20;01/04/2023;;01/02/2020
Material_ID_436;MAKE UP;Range_1;Nature_30;Sub_Brand_47;Franchise_113;GEL;ACTIVE;SP20;01/04/2023;;01/02/2020
Material_ID_437;MAKE UP;Range_1;Nature_30;Sub_Brand_45;Franchise_106;CRAYON;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_438;MAKE UP;Range_1;Nature_30;Sub_Brand_45;Franchise_114;CRAYON;ACTIVE;SP20;;;01/02/2020
Material_ID_439;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_55;GLOSS;ACTIVE;SUM20;;;01/04/2020
Material_ID_440;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_55;GLOSS;ACTIVE;SUM20;;;01/04/2020
Material_ID_441;SKINCARE;Range_12;Nature_19;Sub_Brand_31;Franchise_117;WIPES;ACTIVE;FALL20;01/04/2023;01/06/2023;01/09/2020
Material_ID_442;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_80;FIBER MASKS;ACTIVE;SUM20;01/04/2023;;01/04/2020
Material_ID_443;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_55;GLOSS;ACTIVE;SUM20;;;01/04/2020
Material_ID_444;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_119;FIBER MASKS;ACTIVE;SUM21;01/04/2023;;01/09/2020
Material_ID_445;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_79;FIBER MASKS;ACTIVE;FALL20;01/02/2024;;01/09/2020
Material_ID_446;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SP20;01/09/2023;;01/02/2020
Material_ID_447;MAKE UP;Range_1;Nature_1;Sub_Brand_17;Franchise_120;FELT LINER;ACTIVE;SUM20;;;01/04/2020
Material_ID_448;MAKE UP;Range_1;Nature_1;Sub_Brand_17;Franchise_120;FELT LINER;ACTIVE;SUM20;;;01/04/2020
Material_ID_449;MAKE UP;Range_1;Nature_1;Sub_Brand_17;Franchise_120;FELT LINER;ACTIVE;SUM20;;;01/04/2020
Material_ID_450;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_121;FIBER MASKS;ACTIVE;FALL20;01/02/2024;;01/09/2020
Material_ID_451;SKINCARE;Range_12;Nature_19;Sub_Brand_35;Franchise_122;SPECIFIC CARE;ACTIVE;SUM20;01/02/2023;01/02/2023;01/04/2020
Material_ID_452;SKINCARE;Range_12;Nature_19;Sub_Brand_35;Franchise_122;SPECIFIC CARE;ACTIVE;SUM20;01/02/2023;;01/04/2020
Material_ID_453;MAKE UP;Range_1;Nature_30;Sub_Brand_45;Franchise_114;CRAYON;ACTIVE;SP20;;;01/02/2020
Material_ID_454;MAKE UP;Range_8;Nature_34;Sub_Brand_48;Franchise_115;LUMINIZER;ACTIVE;SP20;01/02/2023;01/04/2023;01/02/2020
Material_ID_455;MAKE UP;Range_8;Nature_34;Sub_Brand_48;Franchise_115;LUMINIZER;ACTIVE;SP20;01/02/2023;01/04/2023;01/02/2020
Material_ID_456;ACCESSORIES;Range_2;Nature_2;Sub_Brand_2;Franchise_123;SKINCARE ACCESSORIES;ACTIVE;FALL19;;;01/09/2019
Material_ID_457;MAKE UP;Range_1;Nature_30;Sub_Brand_45;Franchise_106;CRAYON;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_458;MAKE UP;Range_1;Nature_30;Sub_Brand_45;Franchise_114;CRAYON;ACTIVE;SP20;;;01/02/2020
Material_ID_459;MAKE UP;Range_1;Nature_30;Sub_Brand_45;Franchise_114;CRAYON;ACTIVE;SP20;;;01/02/2020
Material_ID_460;MAKE UP;Range_8;Nature_9;Sub_Brand_10;Franchise_124;CONCEALER;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_461;MAKE UP;Range_8;Nature_9;Sub_Brand_10;Franchise_124;CONCEALER;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_462;SKINCARE;Range_12;Nature_19;Sub_Brand_31;Franchise_117;WIPES;ACTIVE;FALL20;01/04/2023;;01/09/2020
Material_ID_463;MAKE UP;Range_8;Nature_34;Sub_Brand_48;Franchise_115;LUMINIZER;ACTIVE;SP20;01/02/2023;01/04/2023;01/02/2020
Material_ID_464;ACCESSORIES;Range_14;Nature_31;Sub_Brand_41;Franchise_100;SPONGES;ACTIVE;FALL19;01/02/2023;01/02/2023;01/09/2019
Material_ID_465;ACCESSORIES;Range_14;Nature_36;Sub_Brand_50;Franchise_125;FALSE LASHES;ACTIVE;FALL19;01/09/2023;;01/09/2019
Material_ID_466;ACCESSORIES;Range_14;Nature_36;Sub_Brand_50;Franchise_126;FALSE LASHES;ACTIVE;FALL19;01/09/2023;;01/09/2019
Material_ID_467;ACCESSORIES;Range_2;Nature_2;Sub_Brand_2;Franchise_127;SKINCARE ACCESSORIES;ACTIVE;FALL19;;;01/09/2019
Material_ID_468;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_80;FIBER MASKS;ACTIVE;SUM20;01/02/2023;01/02/2023;01/04/2020
Material_ID_469;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_80;FIBER MASKS;ACTIVE;SUM20;01/04/2023;;01/04/2020
Material_ID_470;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_119;FIBER MASKS;ACTIVE;SUM21;01/09/2022;01/09/2022;01/09/2020
Material_ID_471;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_79;FIBER MASKS;ACTIVE;FALL20;;;01/09/2020
Material_ID_472;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SP20;01/09/2023;;01/02/2020
Material_ID_473;MAKE UP;Range_1;Nature_1;Sub_Brand_17;Franchise_120;FELT LINER;ACTIVE;SUM20;;;01/04/2020
Material_ID_474;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_99;FIBER MASKS;ACTIVE;FALL20;01/02/2024;;01/09/2020
Material_ID_475;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_128;OTHER MASKS;;;;;
Material_ID_476;MAKE UP;Range_1;Nature_1;Sub_Brand_9;Franchise_129;LIQUID;ACTIVE;FALL20;01/04/2024;;01/09/2020
Material_ID_477;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SP20;01/09/2023;;01/02/2020
Material_ID_478;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SP20;01/09/2023;;01/02/2020
Material_ID_479;ACCESSORIES;Range_7;Nature_8;Sub_Brand_8;Franchise_40;MANICURE;ACTIVE;FALL19;;;01/09/2019
Material_ID_480;ACCESSORIES;Range_14;Nature_36;Sub_Brand_50;Franchise_126;FALSE LASHES;ACTIVE;FALL19;01/09/2023;;01/09/2019
Material_ID_481;ACCESSORIES;Range_14;Nature_36;Sub_Brand_50;Franchise_126;FALSE LASHES;ACTIVE;FALL19;01/09/2023;;01/09/2019
Material_ID_482;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_130;FIBER MASKS;ACTIVE;FALL21;01/02/2024;;01/09/2021
Material_ID_483;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_121;FIBER MASKS;ACTIVE;FALL20;01/02/2024;;01/09/2020
Material_ID_484;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_99;FIBER MASKS;ACTIVE;FALL20;01/02/2024;;01/09/2020
Material_ID_485;SKINCARE;Range_12;Nature_19;Sub_Brand_35;Franchise_122;SPECIFIC CARE;ACTIVE;SUM20;01/02/2023;01/02/2023;01/04/2020
Material_ID_486;MAKE UP;Range_8;Nature_9;Sub_Brand_10;Franchise_124;CONCEALER;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_487;MAKE UP;Range_8;Nature_9;Sub_Brand_10;Franchise_124;CONCEALER;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_488;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_80;FIBER MASKS;ACTIVE;SUM20;01/04/2023;;01/04/2020
Material_ID_489;MAKE UP;Range_8;Nature_9;Sub_Brand_10;Franchise_124;CONCEALER;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_490;MAKE UP;Range_8;Nature_9;Sub_Brand_38;Franchise_131;CORRECTOR;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_491;ACCESSORIES;Range_2;Nature_2;Sub_Brand_2;Franchise_123;SKINCARE ACCESSORIES;ACTIVE;FALL21;;;01/09/2021
Material_ID_492;ACCESSORIES;Range_14;Nature_37;Sub_Brand_51;Franchise_132;LASH CURLER;ACTIVE;FALL19;;;01/09/2019
Material_ID_493;ACCESSORIES;Range_7;Nature_8;Sub_Brand_8;Franchise_133;MANICURE;ACTIVE;FALL19;;;01/09/2019
Material_ID_494;ACCESSORIES;Range_5;Nature_5;Sub_Brand_52;Franchise_134;ATOMIZERS;ACTIVE;FALL19;;;01/09/2019
Material_ID_495;ACCESSORIES;Range_14;Nature_36;Sub_Brand_50;Franchise_126;FALSE LASHES;ACTIVE;FALL19;01/09/2023;;01/09/2019
Material_ID_496;ACCESSORIES;Range_14;Nature_31;Sub_Brand_41;Franchise_100;SPONGES;ACTIVE;FALL19;;;01/09/2019
Material_ID_497;ACCESSORIES;Range_2;Nature_2;Sub_Brand_2;Franchise_135;SKINCARE ACCESSORIES;ACTIVE;FALL19;01/02/2023;;01/09/2019
Material_ID_498;MAKE UP;Range_1;Nature_17;Sub_Brand_20;Franchise_31;MONO POUDRE;ACTIVE;SP24;01/02/2024;;01/02/2020
Material_ID_499;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_500;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_501;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_502;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_503;SKINCARE;Range_3;Nature_39;Sub_Brand_54;Franchise_137;BATH;ACTIVE;SUMBIS19;01/02/2023;;01/06/2019
Material_ID_504;MAKE UP;Range_1;Nature_1;Sub_Brand_17;Franchise_120;FELT LINER;ACTIVE;SUM20;;;01/04/2020
Material_ID_505;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_35;FIBER MASKS;ACTIVE;FALL20;01/02/2024;;01/09/2020
Material_ID_506;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_138;FIBER MASKS;ACTIVE;FALL20;01/02/2024;;01/09/2020
Material_ID_507;MAKE UP;Range_1;Nature_17;Sub_Brand_20;Franchise_31;MONO POUDRE;ACTIVE;SP24;01/02/2024;;01/02/2020
Material_ID_508;MAKE UP;Range_1;Nature_1;Sub_Brand_9;Franchise_129;LIQUID;ACTIVE;FALL20;01/02/2023;01/02/2023;01/09/2020
Material_ID_509;SKINCARE;Range_12;Nature_21;Sub_Brand_24;Franchise_139;REMOVERS;ACTIVE;SP21;01/09/2022;;01/02/2021
Material_ID_510;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SP20;01/09/2023;;01/02/2020
Material_ID_511;MAKE UP;Range_1;Nature_1;Sub_Brand_9;Franchise_129;LIQUID;ACTIVE;FALL20;01/04/2024;;01/09/2020
Material_ID_512;MAKE UP;Range_1;Nature_1;Sub_Brand_9;Franchise_129;LIQUID;ACTIVE;FALL20;01/04/2024;01/02/2023;01/09/2020
Material_ID_513;ACCESSORIES;Range_7;Nature_8;Sub_Brand_8;Franchise_40;MANICURE;ACTIVE;FALL19;;;01/09/2019
Material_ID_514;ACCESSORIES;Range_5;Nature_5;Sub_Brand_52;Franchise_134;ATOMIZERS;ACTIVE;FALL19;;;01/09/2019
Material_ID_515;ACCESSORIES;Range_7;Nature_8;Sub_Brand_55;Franchise_140;TWEEZERS;ACTIVE;FALL19;;;01/09/2019
Material_ID_516;SKINCARE;Range_12;Nature_19;Sub_Brand_35;Franchise_122;SPECIFIC CARE;ACTIVE;SUM20;01/02/2023;01/02/2023;01/04/2020
Material_ID_517;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_119;FIBER MASKS;ACTIVE;SUM21;01/04/2023;01/09/2022;01/09/2020
Material_ID_518;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_519;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_520;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_521;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_6;CRAYON;ACTIVE;SP20;01/02/2023;01/06/2023;01/02/2020
Material_ID_522;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_6;CRAYON;ACTIVE;SP20;01/02/2023;01/06/2023;01/02/2020
Material_ID_523;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_91;;ACTIVE;SUM20;01/02/2024;;01/04/2020
Material_ID_524;MAKE UP;Range_8;Nature_35;Sub_Brand_49;Franchise_141;PALETTES;ONE SHOT;SP20;01/02/2023;;01/02/2020
Material_ID_525;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_91;;ACTIVE;SUM20;01/02/2024;;01/04/2020
Material_ID_526;MAKE UP;Range_1;Nature_1;Sub_Brand_9;Franchise_129;LIQUID;ACTIVE;FALL20;01/02/2023;01/02/2023;01/09/2020
Material_ID_527;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_528;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_529;MAKE UP;Range_1;Nature_1;Sub_Brand_17;Franchise_120;FELT LINER;ACTIVE;SUM20;;;01/04/2020
Material_ID_530;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_35;FIBER MASKS;ACTIVE;FALL20;01/02/2024;;01/09/2020
Material_ID_531;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_138;FIBER MASKS;ACTIVE;FALL20;01/02/2024;;01/09/2020
Material_ID_532;MAKE UP;Range_1;Nature_16;Sub_Brand_56;Franchise_109;WATERPROOF;ACTIVE;SUM20;01/04/2024;;01/04/2020
Material_ID_533;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_534;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_535;MAKE UP;Range_1;Nature_17;Sub_Brand_20;Franchise_31;MONO POUDRE;ACTIVE;SP24;01/02/2024;;01/02/2020
Material_ID_536;MAKE UP;Range_8;Nature_22;Sub_Brand_37;Franchise_84;COMPACT FOUNDATION;ACTIVE;SP20;01/09/2023;;01/02/2020
Material_ID_537;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_35;FIBER MASKS;ACTIVE;FALL20;01/02/2024;;01/09/2020
Material_ID_538;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_119;FIBER MASKS;ACTIVE;SUM21;01/04/2023;01/09/2022;01/09/2020
Material_ID_539;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_119;FIBER MASKS;ACTIVE;SUM21;01/04/2023;;01/09/2020
Material_ID_540;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_93;FIBER MASKS;ONE SHOT;FALL19;;;01/11/2021
Material_ID_541;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_542;MAKE UP;Range_1;Nature_1;Sub_Brand_9;Franchise_129;LIQUID;ACTIVE;FALL20;01/04/2024;;01/09/2020
Material_ID_543;MAKE UP;Range_1;Nature_1;Sub_Brand_9;Franchise_129;LIQUID;ACTIVE;FALL20;01/04/2024;;01/09/2020
Material_ID_544;MAKE UP;Range_1;Nature_1;Sub_Brand_9;Franchise_129;LIQUID;ACTIVE;FALL20;01/02/2023;01/02/2023;01/09/2020
Material_ID_545;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_142;CRAYON;ACTIVE;SP21;01/04/2024;;01/02/2021
Material_ID_546;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_547;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_548;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2022;;01/09/2020
Material_ID_549;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_550;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_551;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_552;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_553;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_6;CRAYON;ACTIVE;SP20;01/02/2023;01/06/2023;01/02/2020
Material_ID_554;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM20;01/02/2024;;01/04/2020
Material_ID_555;MAKE UP;Range_1;Nature_1;Sub_Brand_9;Franchise_129;LIQUID;ACTIVE;FALL20;01/04/2024;;01/09/2020
Material_ID_556;MAKE UP;Range_1;Nature_1;Sub_Brand_9;Franchise_129;LIQUID;ACTIVE;FALL20;01/04/2024;01/02/2023;01/09/2020
Material_ID_557;ACCESSORIES;Range_14;Nature_36;Sub_Brand_50;Franchise_126;FALSE LASHES;ACTIVE;SP20;01/09/2023;;01/02/2020
